Index,PortNames,DistinctLatLong,TooVague,Sea,IndigenousName,Unfindable,NotableFind,Notes,
1812,Mallabar,"12.220617,75.270001",Y,,,,,,
1813,Bantam Point,"-5.8789038,106.0407638",,,,,,,
1814,Streights of Sunda,"-5.9205558,105.8770568",,,,,,,
1815,Wapping Island,,,,,Y,,,
1817,Island Selam,,,,,Y,,,
1818,Penguin Island,"-33.8047449,18.3676272",,,,,,,
1820,"COOK, REMARKS ON FIRST",,,,,,,,
1822,Rio de Janeira,"-22.914069,-43.5864088",,,,,,,
1823,Success Bay,"-54.798627,-65.25654",,Y,,,,,
1824,Fort Lozio,"-22.934622,-43.147994",,,,,,,
1825,"Islands Ulietea , Otaha","-16.813491,-151.457611",,,,,,,
1826,Maurua,"-16.4461125,-152.270100",,,,,,,
1828,Cape Maria Vandiemen,"-34.4759221,172.6455851",,,,,,,
1829,Entry Island,"-40.851324,174.90988",,,,,,,
1830,Rio de Janeiro,"-22.914069,-43.5864088",,,,,,,
1831,River of Rio de Janeira,"-22.813629,-43.144086",,Y,,,,,
1832,Bay of Rio de Janeira,"-22.813629,-43.144086",,Y,,,,,
1834,"BANKS, REMARKS",,,,,,,,
1837,Oporeonoo,"-17.75633,-149.424453",,,Y,,,,
1838,Cooks streights,"-41.298769,174.490513",,Y,,,,,
1840,"PARKINSON, JOURNAL",,,,,,,,
1842,Yoolee-Etea,"-16.8131831,-151.4523803",,,Y,,,,
1843,Bolobola,"-16.5014996,-151.7436493",,,Y,,,,
1844,New-Zealand,"-40.428024,174.624675",,,,,,,
1846,Opare,,,,Y,Y,,Tootahah's palace,
1847,Otahau,"-16.61672,-151.501548",,,Y,,,,
1849,Morai Island,"-38.706177,178.0480265",,,Y,,Y,Contact zone name,
1850,Charlottes Sound,"-41.0937429,174.2785683",,Y,,,,,
1852,Orowhaina,"-17.619964,-149.4860387",,,Y,,,,
1853,Maowa,,,,,Y,,,
1854,Taiyota,NAME,,,Y,,,,
1856,Capricorn,"-23.43664,0",Y,,,,,,
1859,Cannibal Bay,"-41.0802529,174.2535304",,Y,,,Y,Cook vs others,
1860,Anjenga,"8.6626759,76.7622234",,,,,,,
1861,Falkland 's Islands,"-51.7223057,-60.651667",,,,,,,
1862,Port Maurice 's Bay,,,Y,,Y,,,
1863,Island of Terra del Fuego,"-53.852993,-67.9872213",,,,,,,
1865,Island of Otaheite,"-17.6675027,-149.4029418",,,Y,,,,
1867,Oheiteroah,"-22.47594,-151.339843",,,Y,,,,
1868,Eimayo,"-17.5340581,-149.8359009",,,Y,,,,
1869,Oboreano,"-17.75633,-149.424453",,,Y,,,,
1870,Toopbai,"-16.520365,-151.769747",,,Y,,,,Y
1872,Atiarabo,,,,Y,Y,,,
1875,Island of Yoolee-Etea,"-16.8131831,-151.4523803",,,,,,,
1876,Yoole-Etea,"-16.8131831,-151.4523803",,,,,,,
1878,"Poverty Bay ,","-38.710832,177.97978",,Y,,,,,
1879,Table Cape,"-39.1071096,177.9997702",,,,,,,
1880,Tolago Bay,"-38.3523601,178.2373102",,Y,Y,,,,
1882,Cooks Straits,"-41.298769,174.490513",,Y,,,,,
1884,Great-Britain,"54.300789,-2.721024",Y,,,,,,
1890,Carpentaria,"-14.1571186,138.6254758",,Y,,,,,
1891,Cape Valsch,"-34.2148672,18.5059416",,,,,,,
1892,Savoo,"-10.5131528,121.8770827",,,,,,,
1893,bay of Batavia,"-6.0342144,106.8389696",,Y,,,,,
1895,Malabar,"12.220617,75.270001",Y,,,,,,
1897,"HAWKEWORTH, COOK (TAKE 2)",,,,,,,,
1899,OBEREA,NAME,,,Y,,,,
1900,Streight of Le Maire,"-54.8281906,-64.8748031",,,,,,,
1901,Queen Charlotte 's Sound,"-41.0937429,174.2785683",,Y,,,,,
1902,Prince 's Island,"-6.5772051,105.205498",,,,,,,
1903,South Sea islands,"-9.42813,-178.3199068",Y,,,,,,
1904,Tupia,NAME,,,Y,,,,
1905,Streight of Magellan,"-53.1615935,-72.7317368",,Y,,,,,
1906,Tootahah,NAME,,,Y,,,,
1907,TERATU,NAME,,,Y,,,,
1909,EPARRE,,,,,Y,Tootahah's palace,,
1910,ROTTE,"-10.7345812,123.1259671",,,,,,,
1911,Seba,"-10.4578197,121.8711218",,,,,,,
1912,Cook 's Streight,"-41.298769,174.490513",,Y,,,,,
1913,Saint Helena,"-15.959905,-5.705554",,,,,,,
1914,Cape Trio,"-22.881526,-42.031053",,,,,,,
1915,Port-royal,"-13.4699621,-172.4243582",,,,,,,
1917,Obereonoo,"-17.75633,-149.424453",,,Y,,,,
1920,MORETON 's BAY,"-27.3084611,153.3251388",,Y,,,,,
1921,BAY OF INLETS,"-21.87783,150.006917",,Y,,,,,
1922,CAPE GRENVILLE,"-11.9666664,143.2245571",,,,,,,
1923,Larntuca,"-8.8753654,121.5266536",,,,,,,
1926,Bay of Islands round North Cape,"-35.1837574,174.1592141",,Y,,,,,
1928,"Cape South ,","-47.2833324,167.5578905",,,,,,,
1932,Portugal 's,"40.122676,-8.014019",,,,,,,
1938,Bow ISLAND,"-18.217201,-140.818754",,,,,,,
1940,Imao,"-17.5340581,-149.8359009",,,Y,,,,
1946,Tamou,"-16.789478,-151.389136",,,Y,,,,
1948,Keppel 's Islands,"-23.171879,150.961277",,,,,,,
1949,HAWKE 's BAY,"-39.3140612,177.2575179",,Y,,,,,
1950,Tolaga Bay,"-38.3523601,178.2373102",,Y,Y,,,,
1951,MOUNT EDGECOMBE,"-38.1066658,176.7377897",,,,,,,
1952,Mowtohora,"-37.8534621,176.9728314",,,Y,,,,
1953,POINT RODNEY,"-36.2833324,174.816098",,,,,,,
1954,KNUCKLE POINT,"-34.782791,173.394905",,,,,,,
1955,EAHEINOMAUWE,"-39.27058,175.550212",,,Y,,,NORTH ISLAND NZ,
1956,DUSKY BAY,"-45.7204028,166.5079286",,Y,,,,,
1957,CASCADE POINT,"-44.0245136,168.3603626",,,,,,,
1958,Murderer 's Bay,"-40.6795304,172.8396179",,,,,,,
1960,La Maire,"-54.8281906,-64.8748031",,,,,,,
1961,CAPE GEORGE,"-35.1519419,150.7592233",,,,,,,
1962,CAPE HAWKE,"-32.2160549,152.5697824",,,,,,,
1963,SMOKEY CAPE,"-30.9237148,153.0877114",,,,,,,
1964,Point Look-out,"-27.4308871,153.520451",,,,,,,
1965,Broad Sound,"-22.1666661,149.7412238",,Y,,,,,
1966,REPULSE BAY,"-20.5499994,148.7545571",,Y,,,,,
1967,HOLBORNE ISLE,"-19.7259239,148.3569633",,,,,,,
1968,CAPE CORNWALL,"-10.7666664,142.1745571",,,,,,,
1969,Wallis 's Islands,"-10.866712,142.029654",,,,,,,
1970,New Wales,"-32.6072387,146.2900327",,,,,,,
1971,Timor Laoet,"-11.3589988,127.7829204",,Y,,,,,
1973,Wapping Island,,,,,Y,,,
1974,streight of Sunda,"-5.9205558,105.8770568",,Y,,,,,
1977,Passar Pissang,,,,,Y,,street with fruit vendors in Batavia,
1979,"HAWKESWORTH, INTRO",,,,,,,,
1981,Port Famine,"-53.609554,-70.9338123",,,,,,,
1982,Port Saint Julian,"-49.3063066,-67.7381147",,,,,,,
1983,Cape Monday,"-53.193113,-73.380773",,,,Y,Y,though not quite found…everyone refers to this so confidently but it's very hard to find now,
1984,King George the Third 's Island,"-17.6675027,-149.4029418",,,,,,,
1985,Masasuero,"-33.7045534,-78.945106",,,,,,,
1986,Nova Britannia,"-5.7557318,150.7569854",,,,,,,
1987,Island of Celebes,"-1.8308737,120.4900867",,,,,,,
1988,Bonthain,"-5.60751,120.141815",,Y,,,,,
1990,Saint Maloes,"48.6462766,-2.0159719",,,,,,,
1992,Island of Ulietea,"-16.813491,-151.457611",,,Y,,,,
1994,King George 's Island,"-17.6675027,-149.4029418",,,,,,,
1995,King George 's Islands,"-17.6675027,-149.4029418",,,,,,,
1996,Saypan,"15.1832453,145.7360512",,,,,,,
1997,"King George the Third 's Island ,","-17.6675027,-149.4029418",,,,,,,
1998,Island of Tinian,"15.011881,145.55782",,,,,,,
1999,Queen Charlotte 's Islands,"-11.203486,166.2293792",,,,,,,
2000,Queen Charlotte 's Island,"-11.203486,166.2293792",,,,,,,
2001,Egmont Island,"-10.7594208,165.8772447",,,,,,,
2002,"Egmont Island ,","-10.7594208,165.8772447",,,,,,,
2003,Saint George 's Channel,"52.0774995,-5.7830541",,Y,,,,,
2004,Island of Mindanao,"7.82589,124.89493",,,,,,,
2005,Streight of Macassar,"-1.7106638,117.9472378",,Y,,,,,
2006,Macassar,"-5.1278139,119.419019",,,,,,,
2007,Bonthain Bay,"-5.60751,120.141815",,Y,,,,,
2008,Good Hope,"-34.3567014,18.4723873",,,,,,,
2009,"South Sea ,","-5.4284317,-114.294064",Y,Y,,,,,
2010,Marquesas de Mendoza,"-9.1819001,-139.9407502",,,,,,,
2011,"Rotterdam , Natural Phenomena",,,,,,,,
2012,"George 's Island ,","-17.6675027,-149.4029418",,,,,,,
2013,Point Saint Helena,"-15.959905,-5.705554",,,,,,,
2014,"Endeavour River ,","-15.4426638,145.1464034",,Y,,,,,
2016,"HAWKESWORTH, BYRON VOYAGE",,,,,,,,
2018,Cape Upright,"-53.086601,-73.608882",,,,,,,
2020,Cape Quod,"-53.068245,-73.367564",,,,,Y,"All the following are in the Strait of Magellan and borderline impossible to find now, but Byron writes as if they're landmarks",
2021,Cape Forward,"-53.892777,-71.3149544",,,,,Y,,
2022,Pepys 's Island,"-54.2499991,-36.7675309",,,,,,,
2024,Cape Gallant,"-53.531503,-72.393208",,,,,Y,,
2025,Cape Holland,"-53.70257,-72.032381",,,,,Y,,
2026,Elizabeth 's bay,"-53.139944,-73.078823",,Y,,,Y,,
2027,Bachelor 's River,"-52.976111,-73.438974",,Y,,,Y,,
2028,Saint Jerom 's Sound,"-53.459611,-72.453096",,Y,,,Y,,
2029,Cape Tamar,"-51.2836102,-59.475838",,,,,Y,,
2030,Cape Fairweather,"-52.54935,-68.765526",,,,,Y,,
2031,Elizabeth 's island,"-52.874517,-70.70715",,,,,Y,,
2032,St. Anne 's Point,"-53.585971,-70.928518",,,,,Y,,
2033,CAPE DOLPHIN,"-51.2342669,-58.9703574",,,,,,,
2034,Point Shutup,"-53.631745,-70.915978",,,,,,,
2035,Masafuero,"-33.7689627,-80.8310421",,,,,,,
2036,Lingen,"-0.157204,104.621023",,,,,,,
2037,Elizabeth Bay,"-53.139944,-73.078823",,Y,,,,,
2038,Bartholomew 's Island,"-52.9208418,-70.5822831",,,,,,,
2040,Saint George 's Island,"-52.94464,-70.366639",,,,,,,
2041,BERKELEY 'S SOUND,"-51.5684727,-57.933303",,Y,,,,,
2042,Saint Anne 's Point,"-53.585971,-70.928518",,,,,,,
2043,St. Jerom 's Sound,"-53.459611,-72.453096",,Y,,,,,
2044,"Bachelor 's River ,","-52.976111,-73.438974",,,,,,,
2045,Cape Deseada,"-52.71448,-74.687162",,,,,,,
2046,Grafton 's Island,"22.0258528,120.7119336",,,,,,,
2047,Pulo Taya,"-0.479922,104.441809",,,Y,,,,
2048,Banca,"-2.254342,106.037419",,,Y,,,,
2049,"Palambam River ,","-2.9549663,104.6927529",,Y,,,,,
2050,Queda Banca,"-2.254342,106.037419",,,,,,,
2052,"HAWKESWORTH, CARTERET",,,,,,,,
2054,New Ireland,"-3.3299999,151.9956011",,,,,,,
2055,CAPE BYRON,"-2.5588888,150.7956011",,,,,,,
2056,Duke of Yorks Island,"-4.174217,152.461426",,,,,,,
2057,Isle of France,"-20.2030769,56.5516008",,,,,,,
2058,Cape Saint George,"-4.8502776,152.8774869",,,,,,,
2059,CAPE STEPHENS,"-4.141055,152.160333",,,,,,,
2060,Island of Ascension,"-7.9412322,-14.393142",,,,,,,
2061,Island Mindanao,"7.82589,124.89493",,,,,,,
2062,Saint Georges Bay,"-4.818804,152.869365",,Y,,,,,
2063,Bally,"-8.455996,114.7906697",,,,,,,
2064,Tonikaky,"-5.990063,120.4818659",,,Y,,,,
2065,Tuesday 's Bay,"-52.904761,-74.282336",,Y,,,,,
2066,St. Ambrose,"-26.3420404,-79.8985266",,,,,,,
2067,St. Felix,"-26.2921679,-80.1045412",,,,,,,
2068,Falklands Islands,"-51.7223057,-60.651667",,,,,,,
2069,CARLISLE HARBOUR,"-2.70499,150.675905",,,,,,,
2070,Volcano Island,"-10.386681,165.801567",,,,,Y,landmark,
2071,Trevanions Island,"-10.675833,165.8039344",,,,,,,
2072,OURRYS ISLAND,"-11.6499997,166.895601",,,,,,,
2073,Gowers Island,"-4.77061,155.462559",,,,,,,
2074,Carterets Island,"-4.77061,155.462559",,,,,,,
2075,Cape Orford,"-5.4499998,152.0752898",,,,,,,
2076,English Cove,,,,,Y,,,
2077,Cocoa-nut Island,,,,,Y,,,
2078,SANDWICH ISLAND,,,,,Y,,,
2079,New Hanover,"-2.5179771,150.2508169",,,,,,,
2080,Portlands Islands,"-2.620785,149.685187",,,,,,,
2081,Queen Charlottes Foreland,"-2.454008,149.964008",,,,,,,
2082,HUMMOCK ISLAND,"-10.6069441,151.3744565",,,,,,,
2083,Cape Saint Augustina,"-8.3057294,-34.985303",,,,,,,
2084,Hummock Point,"-10.6069441,151.3744565",,,,,,,
2085,Taba Islands,,,,Y,Y,,,
2086,Banda,"-4.5549819,129.7873516",,,Y,,,,
2087,Tosora,"-4.1142828,120.1090595",,,Y,,,,
2088,Madura,"-7.0585713,113.3283243",,,Y,,,,
2089,Luback,"-5.566507,114.425513",,,,,,,
2091,Tercera,"38.7210577,-27.2807224",,,,,,,
2092,Island of St. Helena,"-15.959905,-5.705554",,,,,,,
2094,"HAWKESWORTH, WALLIS",For all Magellan finds: https://searchworks.stanford.edu/view/cx110qc7153,,,,,,,
2096,Cape Notch,"-53.518645,-72.579558",,,,,Y,Different sailors have different poitns of reference; Byron never mentions this and it's not on the Beagle map,
2097,Cape Froward,"-53.892777,-71.3149544",,,,,,,
2098,Cape Gregory,"-52.6444566,-70.2215677",,,,,,,
2099,Cape Providence,"-52.988066,-73.577896",,,,,,,
2100,St. George 's island,"-52.94464,-70.366639",,,,,,,
2101,Cape Tamer,"-51.2836102,-59.475838",,,,,Y,"Orthographic irregularities, same author (different voyage)",
2102,Cape Victory,"-52.023802,-75.058326",,,,,,,
2103,BOSCAWEN 'S ISLAND,"-15.8500884,-173.7544378",,,,,,,
2104,KEPPEL 'S ISLE,"-23.171879,150.961277",,,,,,,
2105,Cape Beachy-head,"50.7436481,0.2151737",,,,,,,
2106,St. Bartholomew 's island,"-52.9208418,-70.5822831",,,,,,,
2107,Cape St. Anne,"-53.585971,-70.928518",,,,,Y,"Orthographic irregularities, same voyage; terminological variation (point vs cape)",
2108,Sedger River,"-53.6535027,-70.9645723",,Y,,,,,
2109,York Point,"-53.671608,-72.290275",,,,,,,
2110,Jerom 's Sound,"-53.459611,-72.453096",,Y,,,,,
2111,Saint David 's Sound,"-53.604448,-72.434159",,Y,,,,,
2112,Lion 's Cove,"-53.479592,-72.661101",,Y,,,,,
2113,Cape Cross-tide,"-53.565317,-72.520859",,,,,,,
2114,Dolphin 's Foreland,,,,,Y,,,
2115,Porpuss Point,"-52.938835,-70.788458",,,,,,,
2116,Cape St. Ann,"-53.585971,-70.928518",,,,,,,
2117,Cape Shut-up,"-53.631745,-70.915978",,,,,,,
2118,WHITSUN ISLAND,,,,,Y,,,
2120,DAMPIER (TAKE 2),,,,,,,,
2122,Portobello,"9.5496304,-79.6579277",,,,,,,
2124,John Fernando,"-33.6613881,-78.9280729",,,,,,,
2125,Lobos,"-15.959905,-5.705554",,,,,,,
2126,King 's Islands,"8.3909403,-78.906734",,,,,,,
2127,Lavelia,"8.249206,-80.550242",,,,,,,
2128,Gallo,"7.566152,-81.110659",,,,,,,
2129,Tomaco,"7.854487,-81.137443",,,,,,,
2130,Isthmus of Darien,"8.0796523,-78.4051194",,,,,,,
2132,Port Angels,"15.690179,-96.400993",,,,,,,
2133,St. John 's Island,"12.5981338,124.3646603",,,,,,,
2134,Cape Passao,,,,,Y,,,
2135,La Vera Cruz,"8.8918954,-79.6251569",,,,,,,
2136,Perico,"8.9150306,-79.5272401",,,,,,,
2137,Compostella,,,,,Y,,,
2138,Santa Pecaque,,,,,Y,,,
2139,Cochin-china,"11.197494,108.475105",Y,,,,,,
2140,Puebla Nova,,,,,Y,,,
2141,La Sound 's Key,,,,,Y,,,
2142,Margarita,"10.957163,-64.074697",,,,,,,
2143,Blanco,"11.85908,-64.597915",,,,,,,
2144,Chepelio,"8.952877,-79.133818",,,,,,,
2145,Rosario,"22.838723,-106.034649",,Y,,,,,
2146,Trangambar,"1.028125,79.8472649",,,,,,,
2147,Vacca,"18.0690479,-73.6392067",,,,,,,
2148,Golden Island,"9.591497,-78.672532",,,,,,,
2149,Garrachina,"8.0205451,-78.3557389",,,,,,,
2150,Carpenter 's River,,,Y,,Y,,,
2151,Bluefield 's River,,,Y,,Y,,,
2153,St. Michael 's Mount,,,,,Y,,,
2154,Lobos de Terra,"-15.959905,-5.705554",,,,,,,
2155,Santa Clara,"-3.360946,-80.133359",,,,,,,
2156,River of St. Jago,,,Y,,Y,,,
2157,Nata,"8.2853903,-80.4621313",,,,,,,
2158,Old Panama,"9.0067163,-79.4874428",,,,,,,
2159,Port Marquis,"16.802256,-99.845279",,Y,,,,,
2160,Pontique,"5.597861,-77.364124",,,,,,,
2164,East Indian Ocean,"-7.651872,100.601178",Y,Y,,,,,
2165,Pracel,"16.3126318,111.4939853",,,,,,,
2166,Bouton,"-5.292917,122.950547",,,,,,,
2167,Triste,"-4.006818,101.0359819",,,,,,,
2168,Cudda,,,,,Y,,,
2169,Passange Jonca,"5.5899751,95.5071242",,Y,,,,,
2170,Cheapo River,"8.1302158,-77.7361552",,Y,,,,,
2171,Santa Maria River,"8.1302158,-77.7361552",,Y,,,,,
2172,Cumana,"10.4327298,-64.1877514",,,,,,,
2175,Roca 's,"11.767588,-66.7151056",,,,,,,
2176,Roca,"11.767588,-66.7151056",,,,,,,
2177,Salt Tortuga,"10.932222,-65.281954",,,,,,,
2178,Tortugas,,,,,Y,,AMBIGUOUS,
2179,Isle of John Fernando,"-33.6613881,-78.9280729",,,,,,,
2181,"DEFOE, CRUSOE",,,,,,,,
2183,Pampeluna,"42.8157647,-1.6675741",,,,,,,
2184,Sallee,"34.0377719,-6.790263",,,,,,,
2185,Orinoco,"5.4554378,-67.2631254",,Y,,,,,
2186,Paris,"48.8588376,2.3425094",,,,,,,
2187,Madrid,"40.4167165,-3.7055822",,,,,,,
2188,York,"53.9585914,-1.0850551",,,,,,,
2189,Cape de Verde Islands,"16.0202004,-25.1125681",,,,,,,
2190,Cape St. Augustino,"-8.3057294,-34.985303",,,,,,,
2191,Guiana,"4.9396712,-59.2414825",Y,,,,,,
2193,Calais,"50.9518802,1.8601151",,,,,,,
2194,Toulouse,"43.6006785,1.423913",,,,,,,
2195,Bremen,"53.1199488,8.7184278",,,,,,,
2196,Dunkirk,"51.0336803,2.3721808",,,,,,,
2197,Humber,"53.668736,-0.205894",,Y,,,,,
2198,Yarmouth Roads,"52.620274,1.751527",,Y,,,,,
2199,Newcastle,"55.0023519,-1.7270541",,,,,,,
2201,bay of Cadiz,"36.558846,-6.255035",,,,,,,
2202,New Spain,"35.193873,-111.682635",Y,,,,,,
2204,"DEFOE, FURTHER CRUSOE",,,,,,,,
2206,Nankin,"32.0989592,118.7195244",,,,,,,
2207,Pekin,"39.938545,116.1165956",,,,,,,
2208,Archangel,"64.5609265,40.4852568",,,,,,,
2209,Moscow,"55.5807419,36.8237769",,,,,,,
2210,Gulf of Persia,"27.09576,51.310443",,,,,,,
2211,Arguna,"43.2847104,45.8800693",,,,,,,
2212,Jarawena,,,,,Y,,,
2213,Sibeilka,,,,,Y,,,
2214,Tobolski,"58.2084414,68.201598",,,,,,,
2215,Siberia,"63.779405,94.83894",Y,,,,,,
2216,bay of Tonquin,"20.250071,107.985295",,Y,,,,,
2217,Naum,,,,,Y,,,
2218,Janezay,"49.9641722,40.7608125",,Y,,,,Don River?,
2219,Gulf of Nankin,"39.081128,120.388277",y,Y,,,Y,"""most northern part of the coast of China"" DD has no idea what he's talking about",
2220,Quinchang,,,,,Y,,,
2221,Muscovy,"55.5807419,36.8237769",,,,,,,
2222,Narva,"59.374683,28.187876",,,,,,,
2223,Grand Tartary,"45.785489,70.088086",Y,,,,,,
2224,Astrakhan,"46.3654095,48.0141044",,,,,,,
2225,Mogul Tartary,"45.785489,70.088086",Y,,,,,,
2226,Dantzic,"54.3754566,18.6284815",,,,,,,
2227,Dwina,"62.7444475,43.1808927",,Y,,,Y,,
2228,Kama,"58.2103676,53.7151526",,Y,,,Y,DD is obsessed with where Europe and Asia part--cf Janezay,
2229,Galway,"53.2700365,-9.0564287",,,,,,,
2230,Barbary,"35.224648,10.923097",Y,,,,,,
2231,Canada,"54.6926497,-98.0638453",Y,,,,,,
2232,St. Christopher 's,"18.0472509,-77.1711141",,,,,,,
2233,Canaries,"28.2162138,-16.4841332",,,,,,,
2234,Isle de Trinidad,"10.4430254,-61.7011464",,,,,,,
2235,Cape St. Augustine,"-8.3057294,-34.985303",,,,,,,
2236,Cochin China,"11.197494,108.475105",Y,,,,,,
2237,Porto Bello,"9.5496304,-79.6579277",,,,,,,
2239,Russia,"58.278672,56.213593",Y,,,,,,
2240,Gulf of Finland,"59.933968,26.3002742",,Y,,,,,
2242,"DEFOE, SINGLETON",,,,,,,,
2244,Bassorah,"30.1981483,47.4229658",,,,,,Basra,
2245,Angola,"-11.1797912,16.6341526",Y,,,,,,
2246,Cape de Bona Speranza,"-34.3567014,18.4723873",,,,,,,
2247,Venice,"45.4342788,12.3241553",,,,,,,
2248,Kandy,"7.2940767,80.6378191",,,,,,,
2249,Anuradhapoora,"8.3351503,80.3682083",,,,,,,
2250,Balsara,"30.1981483,47.4229658",,,,,,,
2251,Bagdad,"33.3116663,44.3469768",,,,,,,
2252,Greenland,"69.9129743,-41.6654757",Y,,,,,,
2253,Golden River,,,,,Y,,,
2254,"Golden River ,",,,,,Y,,,
2255,Carthagena,"10.4001968,-75.5436307",,,,,,,
2256,Port St Pedro,"-31.071897,-51.329685",,,,,,,
2257,Gulf of Mocha,"20.246087,38.502309",Y,Y,,,,,
2258,Socotra,"12.5070558,53.6389777",,,,,,,
2259,Dofar,"18.3245223,53.0547563",,,,,,,
2260,Mangahelly,,,,,Y,,,
2261,Alexandria,"31.2011889,29.9198222",,,,,,,
2262,Golconda,"17.383309,78.3988588",Y,,,,,,
2263,Straits of Sunda,"-5.9205558,105.8770568",,Y,,,,,
2264,Gilolo,"1.3068675,128.4676886",,,,,,,
2265,Nova Guinea,"-5.420187,140.943633",Y,,,,,,
2266,Indian Ocean,"-20.4637638,77.7408252",Y,Y,,,,,
2267,Margaon,"15.2855359,73.9691317",,,,,,,
2269,Babylon,"33.3116663,44.3469768",,,,,,,
2270,Naples,"40.8505432,14.2638761",,,,,,,
2271,Scotland,"57.6673654,-9.180035",,,,,,,
2272,Cape de Verd,"16.0202004,-25.1125681",,,,,,,
2274,"DEFOE, NEW VOYAGE",,,,,,,,
2276,Juan Fernandez,"-33.6613881,-78.9280729",,,,,,,
2277,Villa Rica,"-39.282003,-72.229729",,,,,Y,"Semi-ambiguous--in Peru and Mexico. DD says ""above Valdivia"" which is only vaguely true for this Chilean town. Good example of how problematic naming is and how DD  works.",
2278,Coasta Deserta,"-43.672612,-65.513168",Y,,,,Y,British imperial fantasy--coast not claimed by Spain (Argentina between Magellan and Plata),
2279,Potosi,"-19.571134,-65.7597295",,,,,,,
2280,Tucapel,"-37.292304,-71.9599948",,,,,,,
2281,Strait of Magellan,"-53.1615935,-72.7317368",,,,,,,
2282,Flanders,"51.0908447,3.1043263",,,,,,,
2283,Canary Islands,"28.2162138,-16.4841332",,,,,,,
2284,Sincapora,"1.3139961,103.7038226",,,,,,,
2285,Mindora,"12.8684617,120.3667825",,,,,,,
2286,Nova Zembla,"73.7138724,56.9096467",,,,,,,
2287,Acapulca,"16.852207,-99.844592",,,,,,,
2288,Cape De Bona Esperance,"-34.3567014,18.4723873",,,,,,,
2290,"CHETWOOD, FALCONER",,,,,,,,
2292,Oratava,"28.3929249,-16.5272333",,,,,,,
2293,Baltick,"58.5365558,19.7675685",,Y,,,,,
2294,Island of Jamaica,"18.1185235,-77.8365834",,,,,,,
2295,Jucatan,"21.001883,-89.27331",,,,,,,
2296,Bay of Campechy,"19.8508459,-96.1205464",,Y,,,,,
2297,Summer Islands,"32.3192793,-64.8366112",,,,,,,
2298,Brifiol,"51.468468,-2.6609283",,,,,,,
2300,Port Royal Harbour,"17.936843,-76.8439502",,,,,,,
2301,Porto Movant Bay,"17.87939,-76.329151",,Y,,,,,
2302,Hertford,"51.796729,-0.0803772",,,,,,,
2303,Copenhagen,"55.677636,12.5873854",,,,,,,
2304,Paraguay,"-27.22134,-58.600971",,Y,,,,Not used as a place? Sounds like some kind of boat. Map it to be safe,
2305,St. Domingo,"19.097951,-72.4265327",,,,,,,
2306,Bermudas,"32.3192793,-64.8366112",,,,,,,
2307,Cuba island,"22.204864,-79.4574347",,,,,,,
2308,Island of Cuba,"22.204864,-79.4574347",,,,,,,
2309,Hereford,"52.0554193,-2.7168759",,,,,,,
2310,Island of Dominico,"15.4263291,-61.497932",,,,,,,
2311,Island of Dominos,,,,,Y,,Why Google Maps sucks,
2313,Germany,"51.0895564,5.9588026",Y,,,,,,
2314,Guadalupe,"16.1494457,-61.6779209",,,,,,,
2315,Little Bristol,"13.2533179,-59.6476722",,,,,,,
2316,Sprigs Bay,"13.258706,-59.648552",,Y,,,,,
2317,Bath Bay,"17.147887,-62.639025",,Y,,,,,
2318,Toledo,"39.862204,-4.0345351",,,,,,,
2319,This Island of Jamaica,"18.1185235,-77.8365834",,,,,,,
2320,Isle of Cuba,"22.204864,-79.4574347",,,,,,,
2321,Bay of Mexico,"25.731766,-90.041935",,Y,,,,,
2322,Bay of Campecbe,"19.8508459,-96.1205464",,Y,,,,,
2323,Port of Campeehe,"19.8305682,-90.5799222",,,,,,,
2324,Bay of Campcachy,"19.8508459,-96.1205464",,Y,,,,,
2325,Yucatan,"21.001883,-89.27331",,,,,,,
2326,Qampechy Town,"19.8305682,-90.5799222",,,,,,,
2327,Land of Sweden,"62.055324,16.3558781",Y,,,,,,
2328,Britain,"52.7532189,-6.822218",Y,,,,,,
2329,Campechy Bay,"19.8508459,-96.1205464",,Y,,,,,
2330,Porto-Rico,"18.2076659,-67.147687",,,,,,,
2331,Bahama,"24.4178465,-78.2156469",,,,,,,
2332,South Jamaica,"18.1185235,-77.8365834",,,,,,,
2333,St. John 's Harbour,"17.1255124,-61.8536711",,,,,,,
2334,Island of Dominica,"15.4263291,-61.497932",,,,,,,
2335,Baltic,"58.5365558,19.7675685",,Y,,,,,
2336,Yarmouth Road,"52.620274,1.751527",,Y,,,,,
2338,"SWIFT, GULLIVER",,,,,,,"for all Gulliver places, I follow the charts (when they contradict text); Maldonado is most confusing",
2340,Blefuscu,"-16.685422,101.791866",,,,,,,
2341,Lilliput,"-16.709839,101.766594",,,,,,,
2342,Luggnagg,"29.054678,143.3930809",Y,,,,,,
2343,Balnibarbi,"46.003304,163.164687",Y,,,,,,
2344,Laputa,"45.949471,163.242675",,,,,,Moves around,
2345,Lagado,"46.087899,163.227204",,,,,,,
2346,Maldonada,"28.269018,141.811597",,,,,,,
2347,Glubbdubdrib,"27.589554,140.707466",,,,,,,
2348,Leyden,"52.1602886,4.4801245",,,,,,,
2349,Redriff,"51.4997463,-0.0458338",,,,,,,
2350,Nangasac,"32.7473906,129.8722495",,,,,,Nagasaki,
2351,Van Diemen 's Land,"-23.706229,132.498141",Y,,,,,,
2352,BROBDINGNAG,"53.216,-132.318586",Y,,,,,,
